,Ht,Wt,40yd,Vertical,Bench,BroadJump,3Cone,Shuttle,Combine_Year,Fantasy_PPR
3,6.416666666666667,237.0,4.75,33.5,23.0,119.0,6.9,4.4,2018.0,402.6
5,6.5,236.0,4.68,35.5,23.0,123.0,7.06,4.46,2020.0,380.8
6,6.333333333333333,211.0,5.28,24.5,23.0,99.0,7.2,4.38,2000.0,374.7
12,6.166666666666667,225.0,4.8,30.0,23.0,114.0,6.88,4.08,2017.0,361.7
17,6.166666666666667,223.0,4.71,34.5,23.0,110.0,7.38,4.28,2005.0,333.3
19,6.166666666666667,225.0,4.81,30.5,23.0,107.0,7.06,4.47,2009.0,329.7
22,6.166666666666667,226.0,4.79,32.5,23.0,116.0,7.11,4.32,2016.0,320.6
28,6.25,221.0,4.82,31.0,23.0,110.0,7.09,4.28,2020.0,314.2
30,6.083333333333333,222.0,4.59,35.0,23.0,125.0,7.09,4.28,2020.0,312.2
39,5.833333333333333,207.0,4.82,31.0,23.0,110.0,7.09,4.28,2019.0,300.5
40,6.25,214.0,4.84,28.5,23.0,109.0,7.05,4.5,2012.0,300.3
75,6.333333333333333,221.0,4.65,31.0,23.0,110.0,7.09,4.28,2012.0,268.4
76,6.416666666666667,237.0,4.77,30.5,23.0,118.0,6.86,4.15,2016.0,258.0
77,6.166666666666667,214.0,4.69,34.5,23.0,110.0,7.09,4.2,2014.0,257.0
78,5.916666666666667,204.0,4.53,34.0,23.0,118.0,6.97,4.09,2012.0,242.8
79,6.166666666666667,216.0,4.82,31.0,23.0,110.0,7.09,4.28,2018.0,240.0
80,6.166666666666667,226.0,4.97,30.5,23.0,110.0,7.04,4.26,2014.0,227.5
81,6.166666666666667,217.0,4.72,32.0,23.0,116.0,7.04,4.39,2021.0,224.9
82,6.416666666666667,228.0,4.89,31.0,23.0,110.0,7.4,4.51,2008.0,222.9
83,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,222.9
84,6.416666666666667,241.0,4.75,31.0,23.0,110.0,7.09,4.28,2004.0,218.1
85,6.166666666666667,214.0,4.82,30.0,23.0,113.0,7.17,4.2,2014.0,202.7
86,6.416666666666667,213.0,4.82,31.0,23.0,110.0,7.09,4.28,2021.0,199.0
87,6.333333333333333,215.0,4.82,27.0,23.0,110.0,7.17,4.47,2016.0,194.5
88,6.083333333333333,215.0,4.84,29.0,23.0,111.0,7.0,4.28,2018.0,180.9
89,6.0,217.0,4.82,31.0,23.0,110.0,7.09,4.28,2020.0,180.9
90,6.416666666666667,221.0,4.81,33.5,23.0,120.0,7.0,4.41,2019.0,167.5
91,6.25,221.0,4.85,26.5,23.0,105.0,6.96,4.4,2018.0,157.3
92,6.25,217.0,4.82,32.0,23.0,110.0,6.95,4.4,2021.0,157.0
93,6.166666666666667,214.0,4.82,31.0,23.0,110.0,7.09,4.28,2021.0,151.9
96,6.166666666666667,227.0,4.45,31.0,23.0,110.0,7.09,4.28,2021.0,126.8
103,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,121.7
106,6.333333333333333,231.0,4.97,28.5,23.0,103.0,7.16,4.36,2015.0,117.4
141,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,90.2
145,6.416666666666667,248.0,4.56,35.0,23.0,126.0,6.92,4.18,2011.0,86.4
153,6.166666666666667,215.0,4.83,29.5,23.0,106.0,6.93,4.27,2011.0,84.2
157,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,82.6
162,6.083333333333333,217.0,4.47,37.5,23.0,126.0,6.78,4.09,2011.0,81.7
177,6.333333333333333,231.0,4.94,31.0,23.0,113.0,7.17,4.53,2016.0,72.3
187,6.25,224.0,4.82,31.0,23.0,110.0,7.09,4.28,2021.0,64.9
216,6.166666666666667,218.0,4.58,33.5,23.0,124.0,7.09,4.28,2013.0,54.3
224,6.333333333333333,228.0,4.69,31.0,23.0,112.0,7.03,4.12,2019.0,51.9
236,6.25,213.0,4.53,33.5,23.0,110.0,7.56,4.42,2008.0,46.3
246,6.416666666666667,224.0,5.09,27.0,23.0,96.0,7.4,4.4,2018.0,44.0
259,6.083333333333333,216.0,4.79,31.0,23.0,114.0,7.09,4.28,2010.0,41.3
294,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,33.7
306,6.583333333333333,225.0,4.94,26.5,23.0,102.0,7.49,4.52,2013.0,30.9
311,6.083333333333333,208.0,4.72,32.5,23.0,103.0,7.09,4.28,2012.0,28.7
325,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,24.3
326,6.5,236.0,4.84,28.5,23.0,110.0,6.82,4.27,2008.0,23.8
328,6.25,228.0,4.93,27.0,23.0,105.0,7.23,4.47,2017.0,24.1
346,6.333333333333333,224.0,4.74,35.5,23.0,118.0,7.21,4.52,2020.0,21.1
360,6.416666666666667,235.0,4.9,26.0,23.0,110.0,7.09,4.28,2018.0,18.4
362,6.416666666666667,243.0,5.14,30.5,23.0,112.0,7.09,4.28,2012.0,16.8
377,6.333333333333333,222.0,4.52,36.0,23.0,121.0,6.87,4.11,2015.0,14.9
383,6.083333333333333,217.0,4.84,28.0,23.0,110.0,7.06,4.33,2016.0,13.9
387,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,13.8
390,6.5,229.0,5.14,31.0,23.0,105.0,7.29,4.39,2015.0,13.0
398,6.166666666666667,215.0,5.02,32.0,23.0,109.0,7.1,4.42,2009.0,12.3
406,6.166666666666667,219.0,5.01,30.0,23.0,111.0,7.27,4.51,2020.0,10.9
423,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,9.9
435,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,7.9
437,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,7.8
442,6.166666666666667,222.0,4.67,27.5,23.0,116.0,6.87,4.25,2017.0,8.1
492,6.25,230.0,4.92,25.5,23.0,106.0,7.17,4.4,2008.0,3.3
510,6.166666666666667,219.0,4.82,31.0,23.0,113.0,7.09,4.28,2017.0,1.5
512,6.0,211.0,4.65,32.5,23.0,115.0,6.99,4.19,2021.0,2.0
516,6.333333333333333,234.0,4.61,33.5,23.0,120.0,6.84,4.26,2011.0,2.0
529,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,2.0
535,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,0.6
542,6.083333333333333,220.0,4.84,36.5,23.0,114.0,7.15,4.44,2021.0,0.9
543,6.166666666666667,232.0,4.86,30.5,23.0,105.0,7.09,4.07,2005.0,0.7
572,6.25,218.0,4.95,31.0,16.0,112.0,7.15,4.33,2018.0,-0.1
575,6.0,218.0,4.79,33.0,23.0,110.0,7.28,4.31,2009.0,-0.2
580,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,0.2
582,6.166666666666667,226.0,4.82,31.0,23.0,110.0,7.14,4.31,2017.0,0.2
583,6.166666666666667,210.0,4.91,33.0,23.0,116.0,7.1,4.29,2019.0,73.0
584,6.416666666666667,229.0,4.79,33.0,23.0,118.0,6.92,4.21,2017.0,-0.3
587,6.5,231.0,4.89,27.5,23.0,110.0,7.5,4.75,2020.0,-1.0
588,6.5,234.0,4.61,32.5,23.0,117.0,7.16,4.22,2021.0,-1.4
591,6.083333333333333,213.0,4.79,31.5,23.0,103.0,6.94,4.15,2018.0,-0.6
593,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,-1.9
594,6.333333333333333,226.0,4.92,31.0,23.0,111.0,7.09,4.28,2018.0,-3.2
602,6.416666666666667,237.0,4.75,33.5,23.0,119.0,6.9,4.4,2018.0,396.1
603,6.166666666666667,223.0,4.71,34.5,23.0,110.0,7.38,4.28,2005.0,383.3
604,5.833333333333333,207.0,4.82,31.0,23.0,110.0,7.09,4.28,2019.0,378.7
605,6.166666666666667,225.0,4.8,30.0,23.0,114.0,6.88,4.08,2017.0,374.4
606,6.166666666666667,221.0,4.66,32.5,23.0,119.0,6.95,4.31,2017.0,369.3
611,5.916666666666667,204.0,4.53,34.0,23.0,118.0,6.97,4.09,2012.0,359.8
618,6.333333333333333,221.0,4.65,31.0,23.0,110.0,7.09,4.28,2012.0,344.4
620,6.333333333333333,211.0,5.28,24.5,23.0,99.0,7.2,4.38,2000.0,337.9
624,6.5,236.0,4.68,35.5,23.0,123.0,7.06,4.46,2020.0,332.8
625,6.166666666666667,216.0,4.82,31.0,23.0,110.0,7.09,4.28,2018.0,332.8
640,6.25,214.0,4.84,28.5,23.0,109.0,7.05,4.5,2012.0,306.2
670,6.416666666666667,228.0,4.89,31.0,23.0,110.0,7.4,4.51,2008.0,282.4
673,6.166666666666667,214.0,4.69,34.5,23.0,110.0,7.09,4.2,2014.0,272.1
674,6.416666666666667,241.0,4.75,31.0,23.0,110.0,7.09,4.28,2004.0,267.2
675,6.166666666666667,225.0,4.81,30.5,23.0,107.0,7.06,4.47,2009.0,260.6
676,6.416666666666667,248.0,4.56,35.0,23.0,126.0,6.92,4.18,2011.0,261.0
677,6.083333333333333,215.0,4.84,29.0,23.0,111.0,7.0,4.28,2018.0,248.6
678,6.166666666666667,214.0,4.82,30.0,23.0,113.0,7.17,4.2,2014.0,241.2
679,6.333333333333333,215.0,4.82,27.0,23.0,110.0,7.17,4.47,2016.0,240.0
680,6.416666666666667,229.0,5.08,31.0,23.0,110.0,7.09,4.28,2004.0,240.0
681,6.0,213.0,4.83,32.0,23.0,105.0,7.09,4.21,2001.0,209.5
682,6.416666666666667,237.0,4.77,30.5,23.0,118.0,6.86,4.15,2016.0,198.4
683,6.333333333333333,228.0,4.69,31.0,23.0,112.0,7.03,4.12,2019.0,181.3
684,6.416666666666667,221.0,4.81,33.5,23.0,120.0,7.0,4.41,2019.0,180.0
685,6.25,221.0,4.82,31.0,23.0,110.0,7.09,4.28,2020.0,173.7
686,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,160.7
687,6.166666666666667,222.0,4.67,27.5,23.0,116.0,6.87,4.25,2017.0,153.7
688,6.166666666666667,232.0,4.86,30.5,23.0,105.0,7.09,4.07,2005.0,153.7
689,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,156.6
690,6.166666666666667,215.0,4.83,29.5,23.0,106.0,6.93,4.27,2011.0,136.9
691,6.166666666666667,226.0,4.79,32.5,23.0,116.0,7.11,4.32,2016.0,135.6
692,6.0,217.0,4.82,31.0,23.0,110.0,7.09,4.28,2020.0,135.5
693,6.25,221.0,4.85,26.5,23.0,105.0,6.96,4.4,2018.0,134.0
704,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,116.3
718,6.083333333333333,222.0,4.59,35.0,23.0,125.0,7.09,4.28,2020.0,109.1
722,6.416666666666667,243.0,5.14,30.5,23.0,112.0,7.09,4.28,2012.0,104.2
768,6.333333333333333,217.0,4.71,32.0,23.0,113.0,6.82,3.96,2005.0,71.6
782,6.25,231.0,5.04,28.5,23.0,110.0,7.09,4.28,2019.0,68.2
792,6.166666666666667,226.0,4.97,30.5,23.0,110.0,7.04,4.26,2014.0,64.3
797,6.583333333333333,225.0,4.94,26.5,23.0,102.0,7.49,4.52,2013.0,60.6
816,6.5,236.0,4.84,28.5,23.0,110.0,6.82,4.27,2008.0,54.8
821,6.166666666666667,219.0,4.82,31.0,23.0,113.0,7.09,4.28,2017.0,52.3
827,6.083333333333333,217.0,4.84,28.0,23.0,110.0,7.06,4.33,2016.0,49.7
843,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,45.0
888,6.333333333333333,234.0,4.56,32.0,23.0,122.0,7.19,4.25,2016.0,30.1
902,6.5,224.0,4.82,31.0,23.0,110.0,7.09,4.28,2020.0,28.3
910,6.333333333333333,222.0,4.52,36.0,23.0,121.0,6.87,4.11,2015.0,25.8
919,6.25,230.0,4.92,25.5,23.0,106.0,7.17,4.4,2008.0,23.7
928,6.333333333333333,231.0,4.94,31.0,23.0,113.0,7.17,4.53,2016.0,20.6
937,6.333333333333333,213.0,4.73,30.5,23.0,116.0,7.2,4.2,2019.0,19.2
947,6.083333333333333,216.0,4.79,31.0,23.0,114.0,7.09,4.28,2010.0,18.2
951,6.416666666666667,235.0,4.9,26.0,23.0,110.0,7.09,4.28,2018.0,18.4
976,6.333333333333333,234.0,4.61,33.5,23.0,120.0,6.84,4.26,2011.0,15.3
977,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,14.5
992,6.166666666666667,218.0,4.81,31.0,23.0,110.0,7.28,4.33,2019.0,12.9
993,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,12.8
995,6.0,218.0,4.79,33.0,23.0,110.0,7.28,4.31,2009.0,12.2
996,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,11.7
1009,6.166666666666667,210.0,4.91,33.0,23.0,116.0,7.1,4.29,2019.0,11.3
1019,6.166666666666667,227.0,4.91,31.0,23.0,110.0,7.09,4.28,2013.0,9.3
1027,6.0,202.0,4.57,33.0,23.0,115.0,7.09,4.12,2019.0,9.3
1031,6.083333333333333,217.0,4.47,37.5,23.0,126.0,6.78,4.09,2011.0,9.0
1032,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,8.5
1039,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,7.7
1041,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,7.0
1094,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,2.6
1095,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,2.9
1103,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,1.8
1106,6.25,216.0,4.64,33.0,23.0,122.0,6.75,4.31,2017.0,2.1
1110,6.166666666666667,215.0,5.02,32.0,23.0,109.0,7.1,4.42,2009.0,2.0
1113,6.083333333333333,208.0,4.72,32.5,23.0,103.0,7.09,4.28,2012.0,1.8
1118,6.166666666666667,226.0,4.82,31.0,23.0,110.0,7.14,4.31,2017.0,1.9
1123,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,2.4
1125,6.333333333333333,231.0,4.97,28.5,23.0,103.0,7.16,4.36,2015.0,2.4
1127,6.5,232.0,5.05,31.0,23.0,100.0,7.2,4.51,2013.0,0.7
1145,6.25,220.0,4.94,28.0,23.0,99.0,7.18,4.34,2014.0,0.8
1150,6.166666666666667,218.0,4.58,33.5,23.0,124.0,7.09,4.28,2013.0,1.1
1157,6.083333333333333,213.0,4.79,31.5,23.0,103.0,6.94,4.15,2018.0,1.3
1165,6.5,243.0,5.04,30.5,23.0,110.0,7.65,4.62,2004.0,-0.4
1166,6.083333333333333,224.0,4.62,33.5,23.0,118.0,6.65,4.05,2019.0,73.0
1167,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,-0.9
1171,6.5,234.0,5.02,29.0,23.0,105.0,7.09,4.28,2016.0,-1.5
1175,6.166666666666667,216.0,4.82,31.0,23.0,110.0,7.09,4.28,2018.0,415.7
1185,6.166666666666667,226.0,4.79,32.5,23.0,116.0,7.11,4.32,2016.0,337.8
1187,5.916666666666667,204.0,4.53,34.0,23.0,118.0,6.97,4.09,2012.0,328.6
1190,6.166666666666667,221.0,4.66,32.5,23.0,119.0,6.95,4.31,2017.0,321.0
1203,6.333333333333333,231.0,4.97,28.5,23.0,103.0,7.16,4.36,2015.0,305.4
1217,6.416666666666667,237.0,4.75,33.5,23.0,119.0,6.9,4.4,2018.0,288.6
1221,6.166666666666667,225.0,4.8,30.0,23.0,114.0,6.88,4.08,2017.0,287.0
1223,5.833333333333333,207.0,4.82,31.0,23.0,110.0,7.09,4.28,2019.0,285.3
1229,6.166666666666667,223.0,4.71,34.5,23.0,110.0,7.38,4.28,2005.0,278.4
1233,6.416666666666667,237.0,4.77,30.5,23.0,118.0,6.86,4.15,2016.0,275.9
1242,6.416666666666667,228.0,4.89,31.0,23.0,110.0,7.4,4.51,2008.0,267.3
1250,6.333333333333333,211.0,5.28,24.5,23.0,99.0,7.2,4.38,2000.0,263.7
1251,6.333333333333333,215.0,4.82,27.0,23.0,110.0,7.17,4.47,2016.0,247.5
1252,6.166666666666667,226.0,4.97,30.5,23.0,110.0,7.04,4.26,2014.0,247.3
1253,6.166666666666667,214.0,4.69,34.5,23.0,110.0,7.09,4.2,2014.0,244.4
1254,6.25,214.0,4.84,28.5,23.0,109.0,7.05,4.5,2012.0,244.4
1255,6.166666666666667,232.0,4.86,30.5,23.0,105.0,7.09,4.07,2005.0,241.5
1256,6.416666666666667,229.0,5.08,31.0,23.0,110.0,7.09,4.28,2004.0,235.5
1257,6.083333333333333,215.0,4.84,29.0,23.0,111.0,7.0,4.28,2018.0,229.2
1258,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,229.2
1259,6.0,213.0,4.83,32.0,23.0,105.0,7.09,4.21,2001.0,224.8
1260,6.333333333333333,221.0,4.65,31.0,23.0,110.0,7.09,4.28,2012.0,224.2
1261,6.333333333333333,231.0,4.94,31.0,23.0,113.0,7.17,4.53,2016.0,217.7
1262,6.416666666666667,221.0,4.81,33.5,23.0,120.0,7.0,4.41,2019.0,215.0
1263,6.166666666666667,215.0,4.83,29.5,23.0,106.0,6.93,4.27,2011.0,203.7
1264,6.166666666666667,222.0,4.67,27.5,23.0,116.0,6.87,4.25,2017.0,202.8
1265,6.25,221.0,4.85,26.5,23.0,105.0,6.96,4.4,2018.0,189.2
1266,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,177.5
1267,6.166666666666667,225.0,4.81,30.5,23.0,107.0,7.06,4.47,2009.0,166.6
1288,6.416666666666667,235.0,4.9,26.0,23.0,110.0,7.09,4.28,2018.0,108.8
1292,6.083333333333333,208.0,4.72,32.5,23.0,103.0,7.09,4.28,2012.0,103.5
1307,6.166666666666667,214.0,4.82,30.0,23.0,113.0,7.17,4.2,2014.0,90.5
1313,6.5,236.0,4.84,28.5,23.0,110.0,6.82,4.27,2008.0,84.9
1315,6.333333333333333,222.0,4.52,36.0,23.0,121.0,6.87,4.11,2015.0,85.0
1320,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,102.2
1326,6.25,231.0,5.04,28.5,23.0,110.0,7.09,4.28,2019.0,76.7
1349,6.333333333333333,228.0,4.69,31.0,23.0,112.0,7.03,4.12,2019.0,68.0
1365,6.333333333333333,234.0,4.56,32.0,23.0,122.0,7.19,4.25,2016.0,58.1
1377,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,55.4
1378,6.416666666666667,221.0,4.9,31.0,23.0,110.0,7.09,4.28,2004.0,54.4
1388,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,51.3
1415,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,42.3
1428,6.416666666666667,243.0,5.14,30.5,23.0,112.0,7.09,4.28,2012.0,37.7
1442,6.083333333333333,217.0,4.84,28.0,23.0,110.0,7.06,4.33,2016.0,32.5
1444,6.5,243.0,5.04,30.5,23.0,110.0,7.65,4.62,2004.0,32.9
1465,6.0,218.0,4.79,33.0,23.0,110.0,7.28,4.31,2009.0,26.0
1476,6.333333333333333,213.0,4.73,30.5,23.0,116.0,7.2,4.2,2019.0,24.7
1501,6.166666666666667,215.0,5.02,32.0,23.0,109.0,7.1,4.42,2009.0,21.1
1515,6.333333333333333,226.0,4.92,31.0,23.0,111.0,7.09,4.28,2018.0,18.0
1519,6.25,220.0,4.94,28.0,23.0,99.0,7.18,4.34,2014.0,16.9
1520,6.416666666666667,248.0,4.56,35.0,23.0,126.0,6.92,4.18,2011.0,16.7
1527,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,16.0
1545,6.416666666666667,241.0,4.75,31.0,23.0,110.0,7.09,4.28,2004.0,12.7
1573,6.333333333333333,215.0,4.82,26.5,23.0,103.0,7.09,4.28,2018.0,8.6
1600,6.166666666666667,227.0,4.91,31.0,23.0,110.0,7.09,4.28,2013.0,6.0
1602,6.25,226.0,4.63,36.0,23.0,120.0,6.93,3.98,2015.0,6.1
1607,6.083333333333333,217.0,4.47,37.5,23.0,126.0,6.78,4.09,2011.0,6.0
1626,6.583333333333333,225.0,4.94,26.5,23.0,102.0,7.49,4.52,2013.0,4.2
1627,6.083333333333333,216.0,4.79,31.0,23.0,114.0,7.09,4.28,2010.0,4.3
1680,6.166666666666667,217.0,4.84,34.0,23.0,112.0,7.09,4.28,2019.0,1.3
1681,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,0.6
1692,6.333333333333333,221.0,4.59,38.5,23.0,120.0,6.85,3.9,2002.0,0.8
1710,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,-0.1
1714,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,-0.3
1718,6.0,202.0,4.57,33.0,23.0,115.0,7.09,4.12,2019.0,0.1
1720,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,-0.3
1723,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,0.1
1724,6.25,225.0,4.82,31.0,23.0,110.0,7.09,4.28,2012.0,73.0
1726,6.416666666666667,232.0,4.93,32.5,23.0,115.0,7.08,4.21,2014.0,-0.8
1727,6.5,229.0,5.14,31.0,23.0,105.0,7.29,4.39,2015.0,-1.5
1730,6.166666666666667,218.0,4.81,31.0,23.0,110.0,7.28,4.33,2019.0,-1.6
1736,6.166666666666667,225.0,4.8,30.0,23.0,114.0,6.88,4.08,2017.0,417.1
1752,6.416666666666667,228.0,4.89,31.0,23.0,110.0,7.4,4.51,2008.0,355.0
1758,6.416666666666667,241.0,4.75,31.0,23.0,110.0,7.09,4.28,2004.0,341.9
1762,6.166666666666667,221.0,4.66,32.5,23.0,119.0,6.95,4.31,2017.0,331.7
1769,6.333333333333333,234.0,4.59,36.0,23.0,124.0,6.8,4.28,2012.0,327.9
1774,6.166666666666667,223.0,4.71,34.5,23.0,110.0,7.38,4.28,2005.0,312.6
1776,6.333333333333333,215.0,4.82,27.0,23.0,110.0,7.17,4.47,2016.0,310.3
1783,6.0,213.0,4.83,32.0,23.0,105.0,7.09,4.21,2001.0,305.0
1789,5.916666666666667,204.0,4.53,34.0,23.0,118.0,6.97,4.09,2012.0,299.4
