,Year,Age,Passing_TD%,Passing_Int%,Passing_Lng,Passing_Y/A,Passing_AY/A,Passing_Y/C,Passing_Sk%,Passing_NY/A,Passing_ANY/A,Rushing_Lng,Rushing_Y/A_y,Fantasy_PPR
3994,2014,25,4.2,3.2,68.0,7.0,6.3,11.6,2.8,6.53,5.93,14.0,4.3,119.3
4012,2014,25,4.2,3.2,59.0,7.0,6.5,11.1,9.3,5.82,5.29,12.0,2.3,107.6
4017,2014,35,4.9,1.3,80.0,7.3,7.6,11.5,3.9,6.73,7.09,12.0,3.1,103.5
4026,2014,30,2.9,2.1,49.0,7.1,6.8,13.0,4.4,6.55,6.22,13.0,2.5,94.7
4034,2014,25,4.9,3.0,41.0,7.0,6.6,12.1,7.3,6.05,5.74,19.0,4.9,89.6
4035,2014,34,3.5,3.1,63.0,7.2,6.6,11.4,7.3,6.24,5.61,9.0,1.0,90.3
4038,2014,26,4.9,4.4,81.0,8.4,7.4,13.6,3.8,7.74,6.77,12.0,2.9,88.4
4041,2014,24,1.9,2.8,69.0,7.9,7.0,11.5,13.4,5.94,5.17,23.0,4.6,87.4
4042,2014,32,3.8,1.1,75.0,7.2,7.4,12.6,8.9,6.02,6.27,23.0,4.5,87.0
4066,2014,23,4.5,3.9,80.0,7.9,7.0,13.2,9.1,6.47,5.68,8.0,0.8,70.9
4083,2014,26,3.4,4.8,61.0,6.8,5.3,11.5,8.8,5.68,4.33,29.0,6.5,63.9
4087,2014,28,3.1,2.3,70.0,8.3,7.8,11.6,11.7,6.48,6.1,20.0,4.1,62.9
4101,2014,24,3.8,2.3,80.0,6.4,6.1,11.0,4.4,5.8,5.54,8.0,3.3,58.7
4125,2014,31,5.2,2.6,35.0,7.2,8.3,10.8,4.0,6.77,7.76,8.0,3.0,50.4
4143,2014,34,2.5,1.7,67.0,5.0,4.7,9.4,13.6,3.71,3.49,24.0,5.9,43.5
4183,2014,29,3.8,1.3,63.0,6.3,6.5,11.7,17.0,4.12,4.28,12.0,6.3,30.2
4207,2014,32,4.2,5.6,28.0,6.0,4.3,10.4,7.8,5.01,3.45,13.0,2.0,22.8
4209,2014,26,2.6,2.6,35.0,5.6,5.0,9.7,3.8,5.25,4.63,13.0,3.5,22.9
4212,2014,25,2.2,4.3,41.0,6.0,4.5,12.5,6.1,5.21,3.8,14.0,3.2,22.5
4221,2014,26,2.7,2.7,41.0,5.3,4.7,9.8,1.3,5.2,4.54,2.0,-0.3,19.8
4223,2014,31,7.3,4.9,43.0,7.4,6.7,12.6,2.4,7.0,6.29,1.0,-0.2,20.0
4235,2014,39,4.5,2.6,32.0,6.8,7.8,10.0,4.3,6.39,7.26,14.0,-1.4,16.9
4243,2014,27,4.2,2.1,22.0,4.6,4.5,8.6,5.9,3.98,3.88,4.0,3.0,15.8
4273,2014,23,3.7,2.6,37.0,6.7,7.5,9.6,15.6,4.56,5.19,9.0,0.9,12.2
4275,2014,22,4.1,5.7,32.0,5.0,2.4,9.7,7.9,3.92,1.55,10.0,3.2,11.9
4278,2014,26,4.1,4.5,18.0,5.0,3.0,10.1,12.0,3.76,1.96,8.0,4.0,12.5
4306,2014,28,4.1,2.6,30.0,5.6,5.6,9.8,12.5,4.38,4.38,9.0,3.8,7.8
4324,2014,23,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,3.2,7.2
4329,2014,25,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,5.0,5.0,6.0
4331,2014,24,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,4.0,3.2,6.1
4347,2014,25,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,3.0,1.5,5.5
4360,2014,23,4.1,3.6,49.0,6.3,4.7,12.6,12.5,4.69,3.28,7.0,1.3,4.0
4382,2014,24,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,-1.0,-1.5,2.1
4385,2014,26,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,2.0,2.0,1.8
4389,2014,28,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,3.2,2.6
4393,2014,33,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,1.0,1.0,1.1
4401,2014,30,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,-1.0,-1.0,0.6
4407,2014,27,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,3.2,0.6
4409,2014,24,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,3.2,73.0
4410,2014,31,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,3.2,0.4
4413,2014,31,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,-1.0,-1.0,-0.2
4414,2014,31,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,3.2,73.0
4415,2014,30,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,-1.0,-1.0,0.2
4419,2014,24,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,1.0,-1.0,0.5
4420,2014,25,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,-0.8,-0.3
4423,2014,29,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,-1.0,-1.0,-2.4
4425,2014,33,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,3.2,-3.7
4428,2013,37,8.3,1.5,78.0,8.3,9.3,12.2,2.7,7.91,8.87,1.0,-1.0,410.0
4436,2013,34,6.0,1.8,76.0,7.9,8.3,11.6,5.4,7.16,7.51,16.0,1.5,357.7
4465,2013,24,5.1,2.7,79.0,7.1,6.9,11.6,8.3,5.9,5.69,56.0,5.3,297.7
4468,2013,24,4.0,1.6,73.0,6.7,6.8,11.1,5.3,5.97,6.06,29.0,6.0,292.6
4470,2013,26,5.6,3.4,82.0,7.3,6.9,11.8,4.7,6.68,6.29,12.0,3.0,288.0
4472,2013,32,5.9,2.0,60.0,8.2,8.5,11.8,5.2,7.54,7.79,18.0,2.6,287.4
4477,2013,25,4.6,3.0,87.0,7.3,6.9,12.5,3.5,6.82,6.4,14.0,1.9,278.9
4487,2013,25,6.4,2.2,80.0,8.2,8.5,13.1,9.8,6.84,7.1,27.0,5.6,270.2
4493,2013,26,5.0,1.9,64.0,7.7,7.8,13.2,8.6,6.52,6.65,28.0,5.7,264.3
4496,2013,33,5.8,1.9,82.0,7.2,7.5,11.2,6.1,6.24,6.54,15.0,1.9,260.9
4499,2013,24,8.5,0.6,63.0,9.1,10.5,14.2,8.1,7.88,9.18,21.0,3.9,259.7
4503,2013,31,4.8,2.4,67.0,7.3,7.2,11.4,6.7,6.36,6.24,19.0,3.7,258.8
4504,2013,29,4.5,1.4,71.0,6.5,6.8,10.8,7.1,5.67,5.94,26.0,5.7,254.2
4505,2013,29,4.5,1.4,71.0,6.5,6.8,10.8,7.1,5.67,5.94,26.0,5.7,254.2
4506,2013,36,4.0,1.8,81.0,6.9,6.9,11.4,6.0,6.12,6.13,11.0,0.6,251.5
4507,2013,28,4.0,2.6,81.0,6.9,6.6,10.3,6.3,6.07,5.72,17.0,3.2,248.1
4508,2013,25,4.1,2.9,67.0,6.7,6.2,11.0,9.0,5.44,5.0,48.0,6.0,238.3
4509,2013,34,4.2,3.8,91.0,7.5,6.6,11.8,6.7,6.5,5.67,10.0,0.1,217.3
4510,2013,23,3.5,2.6,62.0,7.0,6.5,11.7,7.7,5.93,5.48,26.0,5.7,213.0
4511,2013,28,3.1,3.6,74.0,6.4,5.4,10.8,7.3,5.42,4.5,22.0,4.9,207.6
4512,2013,23,2.7,4.7,69.0,6.9,5.3,12.3,8.8,5.62,4.17,32.0,5.1,194.7
4513,2013,32,3.3,4.9,70.0,6.9,5.4,12.0,6.6,5.99,4.55,14.0,2.0,170.3
4514,2013,30,5.4,3.4,67.0,7.4,6.9,11.7,5.1,6.66,6.23,18.0,5.1,168.6
4515,2013,30,5.9,2.1,83.0,8.7,9.0,13.1,6.8,7.78,8.0,18.0,4.0,169.4
4516,2013,31,4.0,3.4,77.0,7.0,6.3,11.3,5.7,6.32,5.62,26.0,5.2,167.7
4517,2013,28,2.6,2.8,62.0,6.4,5.7,10.6,7.0,5.54,4.86,14.0,2.9,161.3
4518,2013,24,4.6,2.2,85.0,6.3,6.2,10.6,8.8,5.03,4.98,16.0,1.4,158.0
4519,2013,24,2.6,4.0,73.0,6.6,5.3,11.5,10.2,5.26,4.09,93.0,6.9,143.5
4520,2013,34,5.8,0.4,80.0,8.2,9.1,12.3,4.7,7.63,8.54,20.0,5.3,136.1
4521,2013,23,3.6,2.9,45.0,6.4,5.8,11.0,8.4,5.43,4.87,19.0,3.5,133.5
4528,2013,26,5.3,1.5,73.0,6.4,6.8,10.6,5.4,5.74,6.1,23.0,2.1,118.6
4532,2013,32,3.5,2.5,80.0,6.4,5.9,11.2,4.8,5.74,5.32,21.0,7.6,115.3
4542,2013,31,4.3,3.5,79.0,7.1,6.4,11.8,5.9,6.38,5.69,13.0,3.2,108.0
4543,2013,25,2.9,3.8,47.0,6.9,5.8,10.8,10.2,5.75,4.75,19.0,4.4,107.0
4544,2013,32,2.8,3.9,46.0,6.5,5.3,10.5,5.5,5.67,4.53,7.0,4.8,104.8
4546,2013,25,3.6,2.4,66.0,7.0,6.6,12.8,7.0,5.73,5.4,22.0,5.1,103.6
4551,2013,33,3.5,2.1,70.0,8.6,8.4,15.8,9.6,7.15,6.93,61.0,8.5,101.0
4552,2013,25,4.4,2.2,66.0,6.9,6.8,11.3,8.0,5.78,5.68,39.0,6.5,99.7
4569,2013,30,3.4,3.4,95.0,6.5,5.6,12.3,9.2,5.28,4.51,11.0,3.7,89.6
4578,2013,30,3.3,2.9,81.0,6.9,6.3,11.8,8.0,5.84,5.25,16.0,2.8,85.3
4588,2013,24,3.8,3.8,52.0,7.3,6.4,13.1,2.8,6.88,5.96,20.0,2.5,78.6
4598,2013,28,4.0,2.5,56.0,7.0,6.6,11.2,10.7,5.61,5.32,17.0,3.3,72.2
4625,2013,28,2.5,1.9,57.0,7.0,6.6,11.7,10.3,5.67,5.35,8.0,2.2,58.9
4679,2013,28,5.2,3.1,47.0,6.4,6.0,10.8,5.9,5.56,5.22,11.0,2.7,40.2
4700,2013,25,2.6,4.5,62.0,5.5,4.0,10.5,3.1,5.14,3.67,6.0,3.5,33.6
4705,2013,26,1.1,5.6,52.0,8.0,5.7,13.0,3.2,7.43,5.23,19.0,11.0,34.2
4712,2013,25,1.4,2.7,39.0,5.2,4.2,12.1,5.2,4.52,3.61,13.0,4.0,30.4
4740,2013,31,3.9,3.9,39.0,7.8,6.8,12.1,6.6,7.8,6.82,8.0,8.0,20.7
4756,2013,27,2.6,2.6,48.0,6.5,5.9,9.9,5.0,5.93,5.3,29.0,3.7,17.1
4759,2013,30,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,5.0,0.3,16.1
4780,2013,24,1.2,8.1,67.0,5.6,2.2,11.5,12.2,4.22,1.21,7.0,3.6,12.4
4787,2013,22,1.7,5.1,59.0,5.2,3.3,11.9,3.3,4.89,3.0,14.0,5.7,12.1
4798,2013,25,3.2,3.2,25.0,5.0,4.2,9.8,11.4,3.8,3.09,22.0,7.4,9.9
4856,2013,24,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,25.0,8.0,6.1
4867,2013,23,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,4.0,0.7,4.0
4871,2013,33,4.1,4.2,17.0,5.8,3.9,8.7,14.3,4.07,2.46,14.0,3.2,3.6
4877,2013,24,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,3.2,3.4
4882,2013,38,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,-1.0,-1.0,3.0
4896,2013,23,4.1,8.2,26.0,6.1,2.4,10.0,5.8,5.31,1.85,-1.0,-1.0,1.8
4904,2013,27,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,10.0,2.9,2.0
4931,2013,26,4.1,9.1,20.0,5.1,1.0,7.5,8.3,4.42,0.67,14.0,3.2,0.5
4932,2013,30,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,2.0,3.2,73.0
4937,2013,33,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,-1.0,-1.0,-0.2
4938,2013,27,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,-1.0,-1.0,-0.1
4939,2013,32,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,-1.0,-1.3,-0.4
4947,2013,31,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,-0.8,-0.5
4949,2013,29,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,3.2,-1.9
4950,2013,28,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,-0.7,-1.9
4961,2012,33,6.4,2.8,80.0,7.7,7.7,12.3,3.7,7.17,7.17,11.0,0.3,345.6
4962,2012,29,7.1,1.4,73.0,7.8,8.5,11.6,8.5,6.64,7.33,27.0,4.8,344.6
4963,2012,35,5.3,1.3,83.0,7.6,8.1,12.0,4.1,7.0,7.48,7.0,1.4,340.3
4971,2012,23,3.9,2.5,82.0,8.0,7.6,13.8,6.9,6.96,6.65,72.0,5.8,323.5
4973,2012,22,5.1,1.3,88.0,8.1,8.6,12.4,7.1,7.05,7.47,76.0,6.8,317.5
4978,2012,36,6.3,1.9,71.0,8.0,8.4,11.6,3.5,7.49,7.89,10.0,0.3,311.0
4983,2012,27,5.2,2.3,80.0,7.7,7.7,11.2,4.4,7.01,7.03,16.0,4.1,304.9
5002,2012,32,4.3,2.9,85.0,7.6,7.1,11.5,5.3,6.78,6.35,15.0,1.6,279.9
5003,2012,24,6.6,2.5,67.0,7.9,8.1,12.4,7.7,6.84,7.01,25.0,5.2,277.6
5005,2012,23,3.7,2.9,70.0,7.0,6.4,12.9,6.1,6.18,5.66,19.0,4.1,276.5
5006,2012,24,2.8,2.3,57.0,6.8,6.3,11.4,3.8,6.29,5.81,11.0,3.6,276.6
5026,2012,25,5.1,3.0,59.0,6.9,6.6,11.2,8.0,5.99,5.68,17.0,2.6,250.8
5029,2012,24,4.8,3.0,95.0,7.3,6.9,13.3,4.5,6.68,6.3,13.0,3.6,248.5
5030,2012,27,4.1,1.9,61.0,7.2,7.2,12.0,6.2,6.34,6.33,16.0,0.7,234.9
5031,2012,31,4.9,2.8,80.0,7.4,7.1,12.3,3.4,6.87,6.59,13.0,1.5,232.9
5032,2012,25,3.8,2.4,80.0,6.7,6.4,11.3,6.0,5.92,5.64,21.0,3.4,230.5
5033,2012,31,4.0,2.2,60.0,7.4,7.2,11.5,4.7,6.64,6.47,8.0,-0.4,225.8
5034,2012,33,3.9,2.5,64.0,7.1,6.8,11.6,4.4,6.46,6.14,9.0,2.0,224.3
5035,2012,30,5.8,1.8,82.0,7.3,7.6,11.5,6.3,6.44,6.77,14.0,3.5,223.8
5036,2012,30,4.8,3.2,68.0,6.7,6.3,11.1,5.6,6.05,5.61,20.0,4.1,213.7
5037,2012,31,4.9,2.8,80.0,6.8,6.5,10.7,8.5,5.72,5.45,11.0,1.5,208.2
5038,2012,24,3.7,2.5,65.0,6.1,5.7,9.8,6.2,5.34,4.99,29.0,4.2,194.2
5039,2012,29,4.4,3.2,60.0,7.0,6.4,11.9,8.1,5.9,5.37,24.0,5.7,184.6
5040,2012,24,2.5,2.7,80.0,6.8,6.1,11.7,6.7,5.9,5.23,31.0,4.3,182.9
5041,2012,25,4.6,1.4,57.0,8.3,8.6,13.3,6.8,7.27,7.55,50.0,6.6,174.1
5042,2012,29,2.7,3.3,71.0,6.5,5.6,11.4,5.1,5.87,4.98,25.0,4.1,165.6
5043,2012,32,3.4,2.8,77.0,6.7,6.1,11.6,7.4,5.83,5.27,20.0,5.4,151.7
5044,2012,24,3.2,3.5,71.0,6.9,6.0,12.3,7.4,5.97,5.1,32.0,7.1,132.1
5045,2012,28,6.0,2.3,55.0,8.0,8.1,11.4,9.9,6.61,6.76,24.0,4.3,122.7
5048,2012,26,2.9,4.0,66.0,6.4,5.2,11.7,7.0,5.49,4.36,8.0,1.3,118.1
5052,2012,27,3.6,3.6,81.0,6.8,5.9,12.6,8.3,5.7,4.88,15.0,3.4,114.2
5076,2012,23,3.2,2.2,80.0,6.0,5.7,10.3,7.3,5.01,4.71,10.0,3.1,94.1
5089,2012,23,2.3,1.9,46.0,6.4,6.0,10.6,7.0,5.5,5.13,14.0,3.8,86.2
5091,2012,28,4.4,1.6,46.0,6.4,6.5,10.7,12.9,4.81,4.93,22.0,6.3,84.8
5105,2012,30,2.2,4.3,46.0,6.5,5.0,11.2,6.4,5.73,4.31,21.0,5.4,78.3
5110,2012,37,3.2,2.3,37.0,6.2,5.8,9.9,6.0,5.38,5.02,16.0,2.9,76.5
5172,2012,23,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,7.0,3.0,63.8
5179,2012,28,1.0,4.1,57.0,5.8,4.2,10.2,9.6,4.67,3.2,12.0,3.5,44.2
5211,2012,24,8.3,6.3,77.0,9.7,8.6,14.1,5.9,8.61,7.53,17.0,7.3,32.8
5222,2012,24,1.0,4.5,40.0,5.6,3.8,10.4,6.9,4.79,3.1,2.0,1.3,31.8
5245,2012,23,6.7,3.3,38.0,5.2,5.0,11.1,6.6,5.17,5.0,9.0,5.1,26.5
5282,2012,32,4.1,1.9,37.0,5.1,4.3,10.9,5.4,4.43,3.63,31.0,31.0,18.0
5283,2012,23,4.1,3.4,25.0,6.2,4.6,10.5,9.4,4.66,3.25,28.0,5.2,18.5
5284,2012,31,3.9,3.9,45.0,5.2,4.2,8.3,10.5,3.79,2.91,13.0,4.0,17.4
5289,2012,38,1.4,5.7,43.0,6.8,4.5,10.6,4.1,6.34,4.15,14.0,3.2,15.0
5291,2012,32,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,-1.0,-1.0,14.8
5298,2012,27,1.9,3.8,53.0,6.2,4.9,11.0,7.0,5.26,4.04,6.0,6.0,13.8
5309,2012,23,4.1,4.1,28.0,4.4,2.6,8.4,6.6,3.61,1.89,8.0,1.8,12.8
5316,2012,24,3.2,3.2,30.0,6.9,6.1,11.3,26.2,3.4,2.81,15.0,3.8,11.6
5332,2012,27,3.1,3.1,23.0,6.4,5.6,9.3,8.6,5.43,4.71,3.0,3.0,10.5
5334,2012,30,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,3.2,9.6
5343,2012,26,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,15.0,3.8,8.7
5344,2012,28,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,1.0,-0.6,8.9
5405,2012,29,4.1,3.0,20.0,3.5,2.1,7.2,2.9,3.12,1.79,14.0,3.2,2.6
5412,2012,25,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,1.0,-0.5,3.4
5413,2012,29,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,3.2,2.3
5415,2012,26,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,19.0,5.7,2.1
5417,2012,27,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,-1.0,-1.3,2.2
5419,2012,29,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,-0.5,2.4
5424,2012,29,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,3.2,2.0
5437,2012,29,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,3.2,0.6
5458,2012,25,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,3.2,1.4
5463,2012,28,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,-1.0,-1.0,1.1
5468,2012,33,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,-1.0,-1.0,0.5
5469,2012,29,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,5.0,2.5,0.1
5472,2012,31,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,-1.0,-1.5,-0.3
5478,2012,26,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,-1.0,-1.0,-0.1
5481,2012,22,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,-1.0,-1.6,-0.8
5482,2012,27,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,14.0,-0.8,-1.5
5483,2012,24,4.1,2.6,63.0,7.0,6.6,11.2,6.6,6.05,5.73,-1.0,-1.1,-2.2
